# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        7.480      670.699
       0.011        0.000        3.750      223.566
       0.022        0.000        3.875      223.664
       0.033        0.000        4.082      224.270
       0.044        0.000        5.926      447.328
       0.055        0.000        6.129      447.328
       0.066        0.000        3.887      223.664
       0.077        0.000        8.320      670.992
       0.088        0.000        6.430      449.656
       0.100        0.000        3.887      223.664
       0.111       88.400        9.832      892.535
       0.123        0.000        3.887      223.664
       0.134        0.000        6.102      447.328
       0.146        0.000        8.320      670.992
       0.157        0.000        3.887      223.664
       0.169        0.000        8.363      670.992
       0.181        0.000        3.891      223.664
       0.192        0.000        8.355      670.992
       0.204        0.000        6.035      447.328
       0.216        0.000        3.910      223.793
       0.228       85.200        6.586      448.227
       0.240        0.000        3.961      223.793
       0.252        0.000        6.238      447.586
       0.263       84.300        3.969      223.793
       0.275        0.000        3.969      223.793
       0.287        0.000        3.969      223.793
       0.299        0.000        3.969      223.793
       0.311        0.000        7.410      449.316
       0.323        0.000        3.977      223.793
       0.334        0.000        3.980      223.793
       0.346        0.000        3.988      223.793
       0.358       86.400        4.012      223.793
       0.370        0.000        4.016      223.793
       0.382       82.700        4.016      223.793
       0.394        0.000        4.016      223.793
       0.406        0.000        4.020      223.793
       0.418        0.000        4.023      223.793
       0.430        0.000        4.043      223.922
       0.442        0.000        4.047      223.922
       0.454        0.000        4.047      223.922
       0.466       82.100        4.062      223.922
       0.479        0.000        4.070      223.922
       0.491        0.000        4.070      223.922
       0.503        0.000        4.070      223.922
       0.516       77.300        4.090      223.922
       0.528        0.000        4.094      223.922
       0.541       79.900       33.656      290.723
       0.554       78.300      131.656      290.723
       0.566      159.000      213.656      290.723
       0.578        0.000      263.656      290.723
       0.591      159.200      263.656      290.723
       0.604       75.300      263.656      290.723
       0.618       73.100      263.656      290.723
       0.630      164.700      263.656      290.723
       0.643       79.200      263.656      290.723
       0.655       82.500      263.656      290.723
       0.667       81.700      263.656      290.723
       0.680       80.300      263.656      290.723
       0.692      163.300      263.656      290.723
       0.704       81.500      263.656      290.723
       0.716       80.800      263.656      290.723
       0.729       79.600      263.656      290.723
       0.741      164.200      263.656      290.723
       0.754       80.800      263.656      290.723
       0.766       82.700      263.656      290.723
       0.778       81.600      263.656      290.723
       0.790      164.600      263.656      290.723
       0.803       79.500      263.656      290.723
       0.815       78.400      263.656      290.723
       0.828       81.800      263.656      290.723
       0.840      160.400      263.656      290.723
       0.852       82.300      263.656      290.723
       0.864       83.800      263.656      290.723
       0.876       82.300      263.656      290.723
       0.888       83.400      263.656      290.723
       0.901       82.500      263.656      290.723
       0.913      164.600      263.656      290.723
       0.925       81.700      263.656      290.723
       0.937       80.900      263.656      290.723
       0.950       78.100      263.656      290.723
       0.962      160.600      263.656      290.723
       0.975       77.700      263.656      290.723
       0.988       79.200      263.656      290.723
       1.000       81.600      263.656      290.723
       1.014      146.400      263.656      290.723
       1.027       75.600      263.656      290.723
       1.040       75.900      281.664      546.727
       1.053      156.600      351.664      546.727
       1.065       81.000      417.664      546.727
       1.078       77.100      493.664      546.727
       1.091      159.000      519.660      546.727
       1.103       80.700      519.660      546.727
       1.116       80.900      519.660      546.727
       1.128      161.100      519.660      546.727
       1.141       80.000      519.660      546.727
