# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       39.934       72.043
       1.000      279.900      112.918      140.371
       2.001      284.900      112.723      140.047
       3.001      394.900      112.918      140.371
       4.001      398.900      112.723      140.047
       5.002      398.900      112.723      140.047
       6.002      398.900      112.746      140.371
       7.002      301.900      112.723      140.047
       8.003      341.900      112.723      140.047
       9.003      398.900      112.723      140.047
      10.003      398.900      112.723      140.047
      11.003      399.900      112.723      140.047
      12.004      365.900      112.723      140.047
      13.004      311.900      112.918      140.371
      14.004      398.900      112.746      140.371
      15.005      398.900      112.723      140.047
      16.005      398.900      112.723      140.047
      17.005      394.900      112.723      140.047
      18.006      317.900      112.723      140.047
      19.006      398.900      112.723      140.047
      20.006      397.900      112.723      140.047
      21.007      399.900      112.723      140.047
      22.007      392.900      112.852      140.371
      23.007      351.900      112.777      140.371
      24.008      399.900      112.723      140.047
      25.008      397.900      112.723      140.047
      26.008      398.900      112.723      140.047
      27.009      374.900      112.723      140.047
      28.009      399.900      112.723      140.047
      29.009      398.900      112.723      140.047
      30.010      398.900      112.723      140.047
      31.010      398.900      112.723      140.047
      32.010      398.900      112.723      140.047
      33.010      398.900      112.723      140.047
      34.011      398.900      112.723      140.047
      35.011      398.900      112.723      140.047
      36.011      398.900      112.723      140.047
      37.012      398.900      112.723      140.047
      38.012      398.900      112.723      140.047
      39.012      398.900      112.723      140.047
      40.013      399.900      112.918      140.371
      41.013      397.900      112.723      140.047
      42.013      398.900      112.723      140.047
      43.014      399.900      112.723      140.047
      44.014      397.900      112.723      140.047
      45.014      398.900      112.723      140.047
      46.015      399.900      112.723      140.047
      47.015      398.900      112.723      140.047
      48.015      397.900      112.723      140.047
      49.016      398.900      112.723      140.047
      50.016      398.900      112.723      140.047
      51.016      399.900      112.723      140.047
      52.016      397.900      112.723      140.047
      53.017      399.900      112.723      140.047
      54.017      398.900      112.723      140.047
      55.017      397.900      112.723      140.047
      56.018      398.900      112.723      140.047
      57.018      399.900      112.723      140.047
      58.018      397.900      112.723      140.047
      59.019      398.900      112.723      140.047
      60.019      398.900      112.723      140.047
      61.019      398.900      112.723      140.047
      62.020      398.900      112.723      140.047
      63.020      399.900      112.723      140.047
      64.020      398.900      112.723      140.047
      65.021      398.900      112.918      140.371
      66.021      398.900      112.754      140.371
      67.021      398.900      112.723      140.047
      68.022      398.900      112.723      140.047
      69.022      398.900      112.723      140.047
      70.022      398.900      112.723      140.047
      71.023      367.800      112.723      140.047
      72.023      330.900      112.723      140.047
      73.023      334.900      112.723      140.047
      74.024      332.900      112.723      140.047
      75.024      334.900      112.723      140.047
      76.024      373.900      112.723      140.047
      77.025      399.900      112.910      140.371
      78.025      397.900      112.723      140.047
      79.025      398.900      112.723      140.047
      80.026      398.900      112.723      140.047
