# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        6.707       45.402
       1.000      182.900       11.367       85.602
       2.001      186.900       11.367       85.602
       3.001      184.900       11.367       85.602
       4.001      185.900       11.367       85.602
       5.001      186.000       11.367       85.602
       6.002      189.000       11.367       85.602
       7.002      186.900       11.367       85.602
       8.002      186.900       11.367       85.602
       9.003      186.000       11.367       85.602
      10.003      187.000       11.367       85.602
