qubits,workload,strategy,accuracy_kind,exit_code,bitwise_equal,max_abs_amplitude_error,max_abs_component_error,rel_l2,rmse_amplitude,max_abs_probability_error,total_probability_diff,worst_state,stdout_path,stderr_path,command
25,qft_high_entropy,dense,reference,0,true,0,0,0,0,0,0,0,,,reference row
25,qft_high_entropy,blosc,lossless,0,true,0,0,0,0,0,0,0,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_qft_high_entropy_blosc_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_qft_high_entropy_blosc_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload qft_high_entropy --strategy blosc
25,qft_high_entropy,zfp,lossy,0,false,3.0076427993369502e-11,2.6527359444554564e-11,3.4453451514756576e-10,5.9478196292397226e-14,1.1540382959516347e-14,1.5465406733028431e-13,16842753,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_qft_high_entropy_zfp_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_qft_high_entropy_zfp_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload qft_high_entropy --strategy zfp
25,grover_single_n8,dense,reference,0,true,0,0,0,0,0,0,0,,,reference row
25,grover_single_n8,blosc,lossless,0,true,0,0,0,0,0,0,0,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_single_n8_blosc_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_single_n8_blosc_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_single_n8 --strategy blosc
25,grover_single_n8,zfp,lossy,0,false,3.2119469233405079e-09,3.0804585549049079e-09,4.0871812000764674e-09,7.0558436036429963e-13,1.8192065631694732e-09,1.819205563968751e-09,4194304,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_single_n8_zfp_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_single_n8_zfp_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_single_n8 --strategy zfp
25,grover_single_n2,dense,reference,0,true,0,0,0,0,0,0,0,,,reference row
25,grover_single_n2,blosc,lossless,0,true,0,0,0,0,0,0,0,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_single_n2_blosc_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_single_n2_blosc_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_single_n2 --strategy blosc
25,grover_single_n2,zfp,lossy,0,false,3.2119469233405079e-09,3.0804585549049079e-09,4.0871812005938201e-09,7.0558436045592251e-13,1.8192065631694732e-09,1.8192030104557944e-09,16777216,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_single_n2_zfp_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_single_n2_zfp_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_single_n2 --strategy zfp
25,grover_single_7n8,dense,reference,0,true,0,0,0,0,0,0,0,,,reference row
25,grover_single_7n8,blosc,lossless,0,true,0,0,0,0,0,0,0,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_single_7n8_blosc_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_single_7n8_blosc_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_single_7n8 --strategy blosc
25,grover_single_7n8,zfp,lossy,0,false,3.2119469233405079e-09,3.0804585549049079e-09,4.0871812000580792e-09,7.0558436036574609e-13,1.8192065631694732e-09,1.8192003459205353e-09,29360128,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_single_7n8_zfp_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_single_7n8_zfp_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_single_7n8 --strategy zfp
25,grover_multi,dense,reference,0,true,0,0,0,0,0,0,0,,,reference row
25,grover_multi,blosc,lossless,0,true,0,0,0,0,0,0,0,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_multi_blosc_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_multi_blosc_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_multi --strategy blosc
25,grover_multi,zfp,lossy,0,false,1.6904185346913543e-09,1.6073045117082074e-09,3.4484416248968082e-09,5.9531651769780782e-13,6.0452404193611642e-10,1.4825136673835004e-09,4194304,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_multi_zfp_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_multi_zfp_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_multi --strategy zfp
25,grover_lazy_single_n8,dense,reference,0,true,0,0,0,0,0,0,0,,,reference row
25,grover_lazy_single_n8,blosc,lossless,0,true,0,0,0,0,0,0,0,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_single_n8_blosc_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_single_n8_blosc_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_lazy_single_n8 --strategy blosc
25,grover_lazy_single_n8,zfp,lossy,0,false,7.5057706324331328e-12,7.505770509511567e-12,2.4041750491158862e-11,4.1504113255426875e-15,3.0109248427834245e-13,3.0109248427834245e-13,4194689,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_single_n8_zfp_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_single_n8_zfp_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_lazy_single_n8 --strategy zfp
25,grover_lazy_single_n2,dense,reference,0,true,0,0,0,0,0,0,0,,,reference row
25,grover_lazy_single_n2,blosc,lossless,0,true,0,0,0,0,0,0,0,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_single_n2_blosc_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_single_n2_blosc_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_lazy_single_n2 --strategy blosc
25,grover_lazy_single_n2,zfp,lossy,0,false,7.5057706324331328e-12,7.505770509511567e-12,2.4041750494156212e-11,4.150411326073721e-15,3.0109248427834245e-13,3.0109248427834245e-13,16777601,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_single_n2_zfp_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_single_n2_zfp_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_lazy_single_n2 --strategy zfp
25,grover_lazy_single_7n8,dense,reference,0,true,0,0,0,0,0,0,0,,,reference row
25,grover_lazy_single_7n8,blosc,lossless,0,true,0,0,0,0,0,0,0,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_single_7n8_blosc_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_single_7n8_blosc_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_lazy_single_7n8 --strategy blosc
25,grover_lazy_single_7n8,zfp,lossy,0,false,7.5057706324331328e-12,7.505770509511567e-12,2.4041750489728017e-11,4.1504113253228564e-15,3.0109248427834245e-13,3.0109248427834245e-13,29360513,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_single_7n8_zfp_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_single_7n8_zfp_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_lazy_single_7n8 --strategy zfp
25,grover_lazy_multi,dense,reference,0,true,0,0,0,0,0,0,0,,,reference row
25,grover_lazy_multi,blosc,lossless,0,true,0,0,0,0,0,0,0,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_multi_blosc_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_multi_blosc_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_lazy_multi --strategy blosc
25,grover_lazy_multi,zfp,lossy,0,false,1.3324803480227001e-11,1.2957860900871873e-11,4.5457009140198444e-11,7.847402197829047e-15,3.5859648583880244e-12,1.0757950086315304e-11,4194304,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_multi_zfp_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q25_grover_lazy_multi_zfp_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 25 --workload grover_lazy_multi --strategy zfp
26,qft_pattern,dense,reference,0,true,0,0,0,0,0,0,0,,,reference row
26,qft_pattern,blosc,lossless,0,true,0,0,0,0,0,0,0,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q26_qft_pattern_blosc_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q26_qft_pattern_blosc_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 26 --workload qft_pattern --strategy blosc
26,qft_pattern,zfp,lossy,0,false,3.7857887661870836e-11,3.4901859180536121e-11,1.333941505476352e-10,1.6283465643021838e-14,1.9151583097176683e-11,4.8517967421446428e-11,29622272,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q26_qft_pattern_zfp_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q26_qft_pattern_zfp_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 26 --workload qft_pattern --strategy zfp
26,qft_high_entropy,dense,reference,0,true,0,0,0,0,0,0,0,,,reference row
26,qft_high_entropy,blosc,lossless,0,true,0,0,0,0,0,0,0,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q26_qft_high_entropy_blosc_error.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q26_qft_high_entropy_blosc_error.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/experiment_compare --qubits 26 --workload qft_high_entropy --strategy blosc
