run_id,qubits,workload,family,strategy,marked_states,zfp_mode,zfp_precision,chunk_states,cache_slots,nthreads,exit_code,time_sec,max_memory_mb,measured_state,stdout_path,stderr_path,profile_path,command
q21_grover_single_n2_blosc,21,grover_single_n2,grover,blosc,1048576,,,32768,8,4,0,10.002000,11.430000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n2_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n2_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_single_n2_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 1048576 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4
q21_grover_single_n2_zfp,21,grover_single_n2,grover,zfp,1048576,FixedPrecision,40,32768,8,4,0,90.030000,22.832000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n2_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n2_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_single_n2_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 1048576 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4
q21_grover_single_7n8_dense,21,grover_single_7n8,grover,dense,1835008,,,,,,0,1.000000,36.301000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_7n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_7n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_single_7n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 1835008 --strategy dense
q21_grover_single_7n8_blosc,21,grover_single_7n8,grover,blosc,1835008,,,32768,8,4,0,10.002000,11.504000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_7n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_7n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_single_7n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 1835008 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4
q21_grover_single_7n8_zfp,21,grover_single_7n8,grover,zfp,1835008,FixedPrecision,40,32768,8,4,0,89.027000,22.906000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_7n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_7n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_single_7n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 1835008 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4
q21_grover_multi_dense,21,grover_multi,grover,dense,"262144,1048576,1835008",,,,,,0,0.000000,36.391000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_multi_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_multi_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_multi_dense.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 262144,1048576,1835008 --strategy dense"
q21_grover_multi_blosc,21,grover_multi,grover,blosc,"262144,1048576,1835008",,,32768,8,4,0,6.001000,11.453000,262144,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_multi_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_multi_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_multi_blosc.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 262144,1048576,1835008 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4"
q21_grover_multi_zfp,21,grover_multi,grover,zfp,"262144,1048576,1835008",FixedPrecision,40,32768,8,4,0,53.018000,22.941000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_multi_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_multi_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_multi_zfp.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 262144,1048576,1835008 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4"
q21_grover_lazy_single_n8_dense,21,grover_lazy_single_n8,grover_lazy,dense,262144,,,,,,0,0.000000,36.348000,262144,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 262144 --strategy dense
q21_grover_lazy_single_n8_blosc,21,grover_lazy_single_n8,grover_lazy,blosc,262144,,,32768,8,4,0,0.000000,6.738000,262144,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 262144 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4
q21_grover_lazy_single_n8_zfp,21,grover_lazy_single_n8,grover_lazy,zfp,262144,FixedPrecision,40,32768,8,4,0,0.000000,6.672000,262144,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 262144 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4
q21_grover_lazy_single_n2_dense,21,grover_lazy_single_n2,grover_lazy,dense,1048576,,,,,,0,0.000000,36.336000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n2_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n2_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_n2_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 1048576 --strategy dense
q21_grover_lazy_single_n2_blosc,21,grover_lazy_single_n2,grover_lazy,blosc,1048576,,,32768,8,4,0,0.000000,6.688000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n2_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n2_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_n2_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 1048576 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4
q21_grover_lazy_single_n2_zfp,21,grover_lazy_single_n2,grover_lazy,zfp,1048576,FixedPrecision,40,32768,8,4,0,0.000000,6.773000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n2_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n2_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_n2_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 1048576 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4
q21_grover_lazy_single_7n8_dense,21,grover_lazy_single_7n8,grover_lazy,dense,1835008,,,,,,0,0.000000,36.324000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_7n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_7n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_7n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 1835008 --strategy dense
q21_grover_lazy_single_7n8_blosc,21,grover_lazy_single_7n8,grover_lazy,blosc,1835008,,,32768,8,4,0,0.000000,6.629000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_7n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_7n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_7n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 1835008 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4
q21_grover_lazy_single_7n8_zfp,21,grover_lazy_single_7n8,grover_lazy,zfp,1835008,FixedPrecision,40,32768,8,4,0,0.000000,7.570000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_7n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_7n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_7n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 1835008 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4
q21_grover_lazy_multi_dense,21,grover_lazy_multi,grover_lazy,dense,"262144,1048576,1835008",,,,,,0,0.000000,36.410000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_multi_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_multi_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_multi_dense.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 262144,1048576,1835008 --strategy dense"
q21_grover_lazy_multi_blosc,21,grover_lazy_multi,grover_lazy,blosc,"262144,1048576,1835008",,,32768,8,4,0,0.000000,6.973000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_multi_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_multi_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_multi_blosc.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 262144,1048576,1835008 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4"
q21_grover_lazy_multi_zfp,21,grover_lazy_multi,grover_lazy,zfp,"262144,1048576,1835008",FixedPrecision,40,32768,8,4,0,0.000000,6.969000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_multi_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_multi_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_multi_zfp.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 262144,1048576,1835008 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4"
q22_qft_pattern_dense,22,qft_pattern,qft,dense,,,,,,,0,0.000000,10.262000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_pattern_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_pattern_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_qft_pattern_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 22 --input-family pattern --strategy dense
q22_qft_pattern_blosc,22,qft_pattern,qft,blosc,,,,32768,8,4,0,1.000000,33.695000,2883584,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_pattern_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_pattern_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_qft_pattern_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 22 --input-family pattern --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4
q22_qft_pattern_zfp,22,qft_pattern,qft,zfp,,FixedPrecision,40,32768,8,4,0,3.001000,19.848000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_pattern_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_pattern_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_qft_pattern_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 22 --input-family pattern --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4
q22_qft_high_entropy_dense,22,qft_high_entropy,qft,dense,,,,,,,0,0.000000,67.605000,1316642,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_high_entropy_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_high_entropy_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_qft_high_entropy_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 22 --input-family random-phase --strategy dense
q22_qft_high_entropy_blosc,22,qft_high_entropy,qft,blosc,,,,32768,8,4,0,8.003000,142.875000,1907268,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_high_entropy_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_high_entropy_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_qft_high_entropy_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 22 --input-family random-phase --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4
q22_qft_high_entropy_zfp,22,qft_high_entropy,qft,zfp,,FixedPrecision,40,32768,8,4,0,80.026000,112.918000,300811,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_high_entropy_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_high_entropy_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_qft_high_entropy_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 22 --input-family random-phase --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4
q22_grover_single_n8_dense,22,grover_single_n8,grover,dense,524288,,,,,,0,6.003000,68.309000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 524288 --strategy dense
q22_grover_single_n8_blosc,22,grover_single_n8,grover,blosc,524288,,,32768,8,4,0,29.007000,11.664000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 524288 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4
q22_grover_single_n8_zfp,22,grover_single_n8,grover,zfp,524288,FixedPrecision,40,32768,8,4,0,255.090000,35.570000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 524288 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4
q22_grover_single_n2_dense,22,grover_single_n2,grover,dense,2097152,,,,,,0,6.003000,68.371000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n2_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n2_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_n2_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 2097152 --strategy dense
q22_grover_single_n2_blosc,22,grover_single_n2,grover,blosc,2097152,,,32768,8,4,0,29.007000,11.676000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n2_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n2_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_n2_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 2097152 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4
q22_grover_single_n2_zfp,22,grover_single_n2,grover,zfp,2097152,FixedPrecision,40,32768,8,4,0,250.085000,35.539000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n2_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n2_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_n2_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 2097152 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4
q22_grover_single_7n8_dense,22,grover_single_7n8,grover,dense,3670016,,,,,,0,6.003000,68.410000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_7n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_7n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_7n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 3670016 --strategy dense
q22_grover_single_7n8_blosc,22,grover_single_7n8,grover,blosc,3670016,,,32768,8,4,0,29.007000,11.645000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_7n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_7n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_7n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 3670016 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4
q22_grover_single_7n8_zfp,22,grover_single_7n8,grover,zfp,3670016,FixedPrecision,40,32768,8,4,0,249.084000,35.527000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_7n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_7n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_7n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 3670016 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4
q22_grover_multi_dense,22,grover_multi,grover,dense,"524288,2097152,3670016",,,,,,0,3.001000,68.453000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_multi_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_multi_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_multi_dense.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 524288,2097152,3670016 --strategy dense"
q22_grover_multi_blosc,22,grover_multi,grover,blosc,"524288,2097152,3670016",,,32768,8,4,0,17.004000,11.801000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_multi_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_multi_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_multi_blosc.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 524288,2097152,3670016 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4"
q22_grover_multi_zfp,22,grover_multi,grover,zfp,"524288,2097152,3670016",FixedPrecision,40,32768,8,4,0,147.054000,35.859000,3670016,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_multi_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_multi_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_multi_zfp.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 524288,2097152,3670016 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4"
q22_grover_lazy_single_n8_dense,22,grover_lazy_single_n8,grover_lazy,dense,524288,,,,,,0,0.000000,38.984000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_lazy_single_n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 22 524288 --strategy dense
q22_grover_lazy_single_n8_blosc,22,grover_lazy_single_n8,grover_lazy,blosc,524288,,,32768,8,4,0,0.000000,6.848000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_lazy_single_n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_lazy_single_n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 22 524288 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4
